A-n32-k5.csv;866.7;797;915;35.99458292576815;153.37064006328583
A-n33-k5.csv;758.5;692;842;44.3852452961567;178.94658980369567
A-n33-k6.csv;821.2;789;870;29.925908507512347;291.52023973464964
A-n34-k5.csv;878.5;843;927;29.299317398192063;219.65687460899352
A-n36-k5.csv;901.9;857;938;27.06085734044655;204.0134843826294
A-n37-k5.csv;807.3;756;876;36.11661667432319;217.7305067062378
A-n37-k6.csv;1098.7;1033;1166;39.17665120961719;843.2367156028747
A-n38-k5.csv;887.6;790;981;54.542093835862225;520.4699759483337
A-n39-k5.csv;1013.4;918;1092;57.5120856864016;416.03037683963777
A-n39-k6.csv;984.7;924;1055;43.00011627891255;315.14963800907134
A-n45-k6.csv;1257.8;1136;1436;93.82302489261365;5463.244868016243
A-n45-k7.csv;1394.4;1356;1441;24.804031930313265;471.40727949142456
A-n46-k7.csv;1183.4;1100;1279;51.32095088752741;463.44458611011504
A-n48-k7.csv;1390.7;1292;1502;66.63189926754302;485.77447118759153
A-n53-k7.csv;1422.8;1299;1519;77.43100154330952;1033.1311753749847
A-n54-k7.csv;1626.4;1522;1719;56.26579778160086;1117.0518887281419
A-n55-k9.csv;1506.0;1367;1636;80.86161017442085;1363.5191346406937
A-n60-k9.csv;2019.5;1837;2120;75.81589543097147;577.8116717100144
B-n45-k6.csv;806.1;728;860;37.54850196745537;5318.379730820656
B-n50-k7.csv;963.9;812;1078;67.11698741749365;386.82604286670687
B-n50-k8.csv;1517.0;1427;1613;62.49799996799898;674.6861819267273
B-n51-k7.csv;1312.5;1160;1490;105.30360867510667;4496.946640896797
B-n52-k7.csv;961.8;840;1184;99.96379344542703;460.91393399238586
B-n56-k7.csv;967.1;909;1103;51.80241307120741;468.3738082408905
B-n64-k9.csv;1386.8;1285;1593;86.87899631096114;14188.472068047524
B-n66-k9.csv;1947.9;1816;2049;72.54991385246436;1642.3013116359712
B-n68-k9.csv;2046.0;1890;2183;93.49010642843444;1110.1894565820694
B-n78-k10.csv;2363.1;2103;2565;146.28427803424398;1175.8294647932053
F-n135-k7.csv;3433.6;3196;3775;160.1619180704327;3132.9447393894197
F-n45-k4.csv;929.3;819;985;49.22611095749897;412.0406390428543
F-n72-k4.csv;559.7;487;645;54.451905384476674;1536.7151319503785
